year,wage,num_emp,num_jobs,num_est,wage_avg,age_avg,bra_id,cnae_id,cbo_id,cbo_1,cbo_4,num_jobs_est,cbo_display,bra_rca,wld_rca,wage_growth,num_emp_growth,wage_growth_5,num_emp_growth_5
2010,3455.49,4,4,4,863.87,46.5,"4mg030000","g","6231","6","6231",1,"6231",false,false,0.329,-0.2,0.099,0
2011,4295.93,4,4,4,1073.98,28.75,"4mg030000","g","6231","6","6231",1,"6231",false,false,0.243,0,0.231,0.059
2012,6466.86,5,5,4,1293.37,37.6,"4mg030000","g","6231","6","6231",2,"6231",false,false,0.505,0.25,0.237,0.046
2013,5177.28,4,4,3,1294.32,32.25,"4mg030000","g","6231","6","6231",2,"6231",false,false,-0.199,-0.2,-0.037,-0.21
2014,1548.69,2,2,1,774.35,20.5,"4mg030000","g","6231","6","6231",2,"6231",false,false,-0.404,-0.6,-0.214,-0.129
2002,2924.44,7,7,5,417.78,25,"4mg030000","g","6232","6","6232",2,"6232",false,false,,,,
2003,434.87,1,1,1,434.87,29,"4mg030000","g","6232","6","6232",1,"6232",false,false,-0.851,-0.857,,
2004,1808.65,5,5,5,361.73,25,"4mg030000","g","6232","6","6232",1,"6232",false,false,3.159,4,,
2005,2348.97,5,5,5,469.79,29,"4mg030000","g","6232","6","6232",1,"6232",false,false,0.299,0,,
2006,4765.62,10,10,9,476.56,29.2,"4mg030000","g","6232","6","6232",2,"6232",false,false,1.029,1,,
2007,2787.06,6,6,4,464.51,30,"4mg030000","g","6232","6","6232",2,"6232",false,false,-0.415,-0.4,-0.01,-0.03
2008,2448.37,4,4,4,612.09,24.25,"4mg030000","g","6232","6","6232",1,"6232",false,false,-0.122,-0.333,0.413,0.32
2009,3120.2,4,4,3,780.05,27,"4mg030000","g","6232","6","6232",2,"6232",false,false,0.274,0,0.115,-0.044
2010,5752.01,7,7,6,821.72,27.571,"4mg030000","g","6232","6","6232",2,"6232",false,false,0.843,0.75,0.196,0.07
2011,6310.43,9,9,6,701.16,29.333,"4mg030000","g","6232","6","6232",2,"6232",false,false,0.097,0.286,0.058,-0.021
2012,8339.89,9,9,6,926.65,29.333,"4mg030000","g","6232","6","6232",2,"6232",false,false,0.322,0,0.245,0.084
2013,8657.4,9,9,5,961.93,32.889,"4mg030000","g","6232","6","6232",2,"6232",false,false,0.038,0,0.287,0.176
2014,12335.84,10,10,8,1233.58,32.9,"4mg030000","g","6232","6","6232",2,"6232",false,false,2.954,1.5,0.073,0.021
2003,337.83,1,1,1,337.83,29,"4mg030000","g","6233","6","6233",1,"6233",false,false,,,,
2006,372.24,1,1,1,372.24,44,"4mg030000","g","6233","6","6233",1,"6233",false,false,,,,
2007,1242.09,3,3,3,414.03,32,"4mg030000","g","6233","6","6233",1,"6233",false,false,2.337,2,,
2008,2072.97,5,5,3,414.59,44.4,"4mg030000","g","6233","6","6233",2,"6233",false,false,0.669,0.667,0.437,0.38
2010,6668.1,11,11,2,606.19,28.545,"4mg030000","g","6233","6","6233",6,"6233",false,false,,,,
2011,8502.86,12,12,2,708.57,26.833,"4mg030000","g","6233","6","6233",6,"6233",false,false,0.275,0.091,0.87,0.644
2012,700,1,1,1,700,51,"4mg030000","g","6233","6","6233",1,"6233",false,false,-0.918,-0.917,-0.108,-0.197
2014,1034.66,1,1,1,1034.66,21,"4mg030000","g","6233","6","6233",1,"6233",false,false,,,,
2002,263.6,1,1,1,263.6,35,"4mg030000","g","6234","6","6234",1,"6234",false,false,,,,
2002,630.29,2,2,2,315.15,37.5,"4mg030000","g","6301","6","6301",1,"6301",false,false,,,,
2004,1019.8,1,1,1,1019.8,32,"4mg030000","g","6301","6","6301",1,"6301",false,false,,,,
2005,1112.35,1,1,1,1112.35,33,"4mg030000","g","6301","6","6301",1,"6301",false,false,0.091,0,,
2006,1108.38,1,1,1,1108.38,26,"4mg030000","g","6301","6","6301",1,"6301",false,false,-0.004,0,,
2007,3179.97,4,4,2,794.99,23.75,"4mg030000","g","6301","6","6301",2,"6301",false,false,1.869,3,0.382,0.149
2008,988.77,1,1,1,988.77,57,"4mg030000","g","6301","6","6301",1,"6301",false,false,-0.689,-0.75,,
2009,493,1,1,1,493,48,"4mg030000","g","6301","6","6301",1,"6301",false,false,-0.501,0,-0.135,0
2010,9483.52,2,2,2,4741.76,32.5,"4mg030000","g","6301","6","6301",1,"6301",false,false,18.236,1,0.535,0.149
2012,1902.65,2,2,1,951.33,37,"4mg030000","g","6301","6","6301",2,"6301",false,false,,,-0.098,-0.129
2013,5657.38,4,4,2,1414.35,36.75,"4mg030000","g","6301","6","6301",2,"6301",false,false,1.973,1,0.417,0.32
2014,8327.09,4,4,2,2081.77,34.5,"4mg030000","g","6301","6","6301",2,"6301",false,false,15.891,3,0.08,0
2002,6153.48,15,15,8,410.23,28.067,"4mg030000","g","6310","6","6310",2,"6310",false,false,,,,
2003,11741.26,24,24,9,489.22,25.625,"4mg030000","g","6310","6","6310",3,"6310",false,false,0.908,0.6,,
2007,386,1,1,1,386,45,"4mg030000","g","6313","6","6313",1,"6313",false,false,,,,
2008,424.91,1,1,1,424.91,46,"4mg030000","g","6313","6","6313",1,"6313",false,false,0.101,0,,
2009,494.51,1,1,1,494.51,34,"4mg030000","g","6314","6","6314",1,"6314",false,false,,,,
2010,592.93,1,1,1,592.93,35,"4mg030000","g","6314","6","6314",1,"6314",false,false,0.199,0,,
2011,13841.44,15,15,1,922.76,32.467,"4mg030000","g","6314","6","6314",15,"6314",false,false,22.344,14,,
2012,900.64,1,1,1,900.64,34,"4mg030000","g","6314","6","6314",1,"6314",false,false,-0.935,-0.933,,
2013,993.56,1,1,1,993.56,35,"4mg030000","g","6314","6","6314",1,"6314",false,false,0.103,0,,
2014,2254.56,2,2,1,1127.28,36,"4mg030000","g","6314","6","6314",2,"6314",false,false,3.559,1,0.178,0.149
2002,213.09,1,1,1,213.09,20,"4mg030000","g","6321","6","6321",1,"6321",false,false,,,,
2003,9442.22,26,26,5,363.16,28.885,"4mg030000","g","6321","6","6321",6,"6321",false,false,43.311,25,,
2004,7739.47,20,20,4,386.97,31.3,"4mg030000","g","6321","6","6321",5,"6321",false,false,-0.18,-0.231,,
2005,25433.81,59,59,7,431.08,29.542,"4mg030000","g","6321","6","6321",9,"6321",false,false,2.286,1.95,,
2006,24843.76,49,49,4,507.02,30.408,"4mg030000","g","6321","6","6321",13,"6321",false,false,-0.023,-0.169,,
2007,43998.31,80,80,7,549.98,31.288,"4mg030000","g","6321","6","6321",12,"6321",false,false,0.771,0.633,1.904,1.402
2008,31755.72,51,51,7,622.66,31.902,"4mg030000","g","6321","6","6321",8,"6321",false,false,-0.278,-0.363,0.275,0.144
2009,42782.73,73,73,7,586.07,34.603,"4mg030000","g","6321","6","6321",11,"6321",false,false,0.347,0.431,0.408,0.296
2010,40435.62,63,63,7,641.84,35.317,"4mg030000","g","6321","6","6321",9,"6321",false,false,-0.055,-0.137,0.097,0.013
2011,15285.99,20,20,7,764.3,35.35,"4mg030000","g","6321","6","6321",3,"6321",false,false,-0.622,-0.683,-0.093,-0.164
2012,6495.84,7,7,5,927.98,33.571,"4mg030000","g","6321","6","6321",2,"6321",false,false,-0.575,-0.65,-0.318,-0.386
2013,6878.11,7,7,3,982.59,28.714,"4mg030000","g","6321","6","6321",3,"6321",false,false,0.059,0,-0.264,-0.328
2014,6317.63,9,9,4,701.96,27.111,"4mg030000","g","6321","6","6321",3,"6321",false,false,-0.852,-0.877,-0.017,0.052
2003,282,1,1,1,282,26,"4mg030000","g","6322","6","6322",1,"6322",false,false,,,,
2007,1760,4,4,1,440,25.25,"4mg030000","g","6322","6","6322",4,"6322",false,false,,,,
2008,2811.8,6,6,1,468.63,27.333,"4mg030000","g","6322","6","6322",6,"6322",false,false,0.598,0.5,0.584,0.431
2009,2384.1,5,5,1,476.82,27.4,"4mg030000","g","6322","6","6322",5,"6322",false,false,-0.152,-0.167,,
2010,3186.45,6,6,1,531.08,29.833,"4mg030000","g","6322","6","6322",6,"6322",false,false,0.337,0.2,,
2011,4381.98,7,7,2,626,30.571,"4mg030000","g","6322","6","6322",4,"6322",false,false,0.375,0.167,,
2012,6572.61,8,8,3,821.58,34.25,"4mg030000","g","6322","6","6322",3,"6322",false,false,0.5,0.143,0.302,0.149
2013,6568.54,7,7,2,938.36,35.857,"4mg030000","g","6322","6","6322",4,"6322",false,false,-0.001,-0.125,0.185,0.031
2014,7586.41,7,7,2,1083.77,36.857,"4mg030000","g","6322","6","6322",4,"6322",false,false,2.182,0.4,0.029,0
2003,2106.84,3,3,2,702.28,41.667,"4mg030000","g","6323","6","6323",2,"6323",false,false,,,,
2004,3106.82,4,4,2,776.71,43.75,"4mg030000","g","6323","6","6323",2,"6323",false,false,0.475,0.333,,
2005,3350.89,4,4,2,837.72,34.5,"4mg030000","g","6323","6","6323",2,"6323",false,false,0.079,0,,
2006,3822.44,6,6,2,637.07,37.5,"4mg030000","g","6323","6","6323",3,"6323",false,false,0.141,0.5,,
2007,4486.42,5,5,2,897.28,44.6,"4mg030000","g","6323","6","6323",3,"6323",false,false,0.174,-0.167,,
2008,3025.05,3,3,1,1008.35,53.333,"4mg030000","g","6323","6","6323",3,"6323",false,false,-0.326,-0.4,0.075,0
2011,1820,1,1,1,1820,27,"4mg030000","g","6323","6","6323",1,"6323",false,false,,,-0.138,-0.301
2014,2043.11,1,1,1,2043.11,32,"4mg030000","g","6323","6","6323",1,"6323",false,false,,,,
2007,425,1,1,1,425,43,"4mg030000","g","6325","6","6325",1,"6325",false,false,,,,
2008,431.25,1,1,1,431.25,44,"4mg030000","g","6325","6","6325",1,"6325",false,false,0.015,0,,
2009,557.9,1,1,1,557.9,45,"4mg030000","g","6325","6","6325",1,"6325",false,false,0.294,0,,
2010,563.47,1,1,1,563.47,46,"4mg030000","g","6325","6","6325",1,"6325",false,false,0.01,0,,
2011,1192.2,1,1,1,1192.2,47,"4mg030000","g","6325","6","6325",1,"6325",false,false,1.116,0,,
2012,1420.06,1,1,1,1420.06,48,"4mg030000","g","6325","6","6325",1,"6325",false,false,0.191,0,0.273,0
2013,1530.74,1,1,1,1530.74,49,"4mg030000","g","6325","6","6325",1,"6325",false,false,0.078,0,0.288,0
2014,1665.89,1,1,1,1665.89,50,"4mg030000","g","6325","6","6325",1,"6325",false,false,1.986,0,0.017,0
2002,3697.68,8,8,2,462.21,23.5,"4mg030000","g","6326","6","6326",4,"6326",false,false,,,,
2003,15308.32,55,55,13,278.33,30.055,"4mg030000","g","6326","6","6326",5,"6326",false,false,3.14,5.875,,
2004,7859.54,22,22,8,357.25,27.227,"4mg030000","g","6326","6","6326",3,"6326",false,false,-0.487,-0.6,,
2005,9167.21,18,18,6,509.29,28.333,"4mg030000","g","6326","6","6326",3,"6326",false,false,0.166,-0.182,,
2006,10669.32,23,24,8,444.56,28.542,"4mg030000","g","6326","6","6326",3,"6326",false,false,0.164,0.278,,
2007,7773.35,18,18,9,431.85,26.222,"4mg030000","g","6326","6","6326",2,"6326",false,false,-0.271,-0.217,0.16,0.176
2008,9641.5,17,17,5,567.15,34.588,"4mg030000","g","6326","6","6326",4,"6326",false,false,0.24,-0.056,-0.088,-0.209
2009,16076.99,34,34,2,472.85,35.471,"4mg030000","g","6326","6","6326",17,"6326",false,false,0.667,1,0.154,0.091
2010,2665.88,5,5,4,533.18,34,"4mg030000","g","6326","6","6326",2,"6326",false,false,-0.834,-0.853,-0.219,-0.226
2011,5055.68,8,8,7,631.96,36.625,"4mg030000","g","6326","6","6326",2,"6326",false,false,0.896,0.6,-0.139,-0.19
2012,10127.1,13,13,7,779.01,29.615,"4mg030000","g","6326","6","6326",2,"6326",false,false,1.003,0.625,0.054,-0.063
2013,6468.86,7,7,4,924.12,35.571,"4mg030000","g","6326","6","6326",2,"6326",false,false,-0.361,-0.462,-0.077,-0.163
2014,7195.14,8,8,5,899.39,33.25,"4mg030000","g","6326","6","6326",2,"6326",false,false,-0.552,-0.765,0.022,0.027
2002,1534.36,4,4,4,383.59,34.5,"4mg030000","g","6410","6","6410",1,"6410",false,false,,,,
2003,2070.22,4,4,4,517.56,35.25,"4mg030000","g","6410","6","6410",1,"6410",false,false,0.349,0,,
2004,2956.74,5,5,5,591.35,36,"4mg030000","g","6410","6","6410",1,"6410",false,false,0.428,0.25,,
2005,2944.51,5,5,5,588.9,32.4,"4mg030000","g","6410","6","6410",1,"6410",false,false,-0.004,0,,
2006,2891.58,4,4,4,722.9,35.75,"4mg030000","g","6410","6","6410",1,"6410",false,false,-0.018,-0.2,,
2007,3055.43,4,4,4,763.86,32.25,"4mg030000","g","6410","6","6410",1,"6410",false,false,0.057,0,0.148,0
2008,4442.84,6,6,5,740.47,40,"4mg030000","g","6410","6","6410",2,"6410",false,false,0.454,0.5,0.165,0.084
2009,6422.46,7,7,6,917.49,34.286,"4mg030000","g","6410","6","6410",2,"6410",false,false,0.446,0.167,0.168,0.07
2010,8227.92,8,8,8,1028.49,32.625,"4mg030000","g","6410","6","6410",1,"6410",false,false,0.281,0.143,0.228,0.099
2011,10585.49,10,10,8,1058.55,40.1,"4mg030000","g","6410","6","6410",2,"6410",false,false,0.287,0.25,0.296,0.201
2012,7708.77,6,6,5,1284.8,42.833,"4mg030000","g","6410","6","6410",2,"6410",false,false,-0.272,-0.4,0.203,0.084
2013,5131.78,5,5,4,1026.36,45,"4mg030000","g","6410","6","6410",2,"6410",false,false,-0.334,-0.167,0.029,-0.036
2014,7977.11,5,5,5,1595.42,36.6,"4mg030000","g","6410","6","6410",1,"6410",false,false,0.242,-0.286,0.092,0
2005,651,1,1,1,651,27,"4mg030000","g","6420","6","6420",1,"6420",false,false,,,,
2006,458.73,1,1,1,458.73,26,"4mg030000","g","6420","6","6420",1,"6420",false,false,-0.295,0,,
2007,988.31,2,2,1,494.16,25,"4mg030000","g","6420","6","6420",2,"6420",false,false,1.154,1,,
2008,1097.75,2,2,1,548.88,26,"4mg030000","g","6420","6","6420",2,"6420",false,false,0.111,0,,
2009,2553.74,4,4,4,638.44,28.5,"4mg030000","g","6420","6","6420",1,"6420",false,false,1.326,1,,
2010,4376.98,7,7,3,625.28,27,"4mg030000","g","6420","6","6420",3,"6420",false,false,0.714,0.75,0.464,0.476
2011,3997.93,6,6,2,666.32,35.667,"4mg030000","g","6420","6","6420",3,"6420",false,false,-0.087,-0.143,0.542,0.431
2012,10972.2,15,15,3,731.48,33.667,"4mg030000","g","6420","6","6420",5,"6420",false,false,1.744,1.5,0.618,0.496
2013,16956.06,20,20,5,847.8,33.95,"4mg030000","g","6420","6","6420",4,"6420",false,false,0.545,0.333,0.729,0.585
2014,17336.31,18,18,5,963.13,32.722,"4mg030000","g","6420","6","6420",4,"6420",false,false,5.789,3.5,0.004,-0.021
2003,950.56,2,2,2,475.28,27.5,"4mg030000","g","6430","6","6430",1,"6430",false,false,,,,
2004,1055.86,2,2,2,527.93,28.5,"4mg030000","g","6430","6","6430",1,"6430",false,false,0.111,0,,
2005,5327.38,9,9,3,591.93,34.778,"4mg030000","g","6430","6","6430",3,"6430",false,false,4.046,3.5,,
2006,5333.23,9,9,3,592.58,32.333,"4mg030000","g","6430","6","6430",3,"6430",false,false,0.001,0,,
2007,6499.53,9,9,5,722.17,35.444,"4mg030000","g","6430","6","6430",2,"6430",false,false,0.219,0,,
2008,6984.38,10,10,4,698.44,34,"4mg030000","g","6430","6","6430",3,"6430",false,false,0.075,0.111,0.49,0.38
2009,6603.14,8,8,3,825.39,31.125,"4mg030000","g","6430","6","6430",3,"6430",false,false,-0.055,-0.2,0.443,0.32
2010,4331.34,5,5,2,866.27,28.4,"4mg030000","g","6430","6","6430",3,"6430",false,false,-0.344,-0.375,-0.041,-0.111
2011,4232.02,6,6,3,705.34,30.833,"4mg030000","g","6430","6","6430",2,"6430",false,false,-0.023,0.2,-0.045,-0.078
2013,1215.38,1,1,1,1215.38,32,"4mg030000","g","6430","6","6430",1,"6430",false,false,,,-0.295,-0.369
2014,2555.5,3,3,2,851.83,37.333,"4mg030000","g","6430","6","6430",2,"6430",false,false,-0.613,-0.625,0.16,0.246
2002,3508.75,9,9,5,389.86,30.444,"4mg030000","g","7101","7","7101",2,"7101",false,false,,,,
2003,2102.73,3,3,3,700.91,30.667,"4mg030000","g","7101","7","7101",1,"7101",false,false,-0.401,-0.667,,
2004,5050.16,8,8,5,631.27,28.125,"4mg030000","g","7101","7","7101",2,"7101",false,false,1.402,1.667,,
2005,9079.56,9,9,7,1008.84,30.889,"4mg030000","g","7101","7","7101",2,"7101",false,false,0.798,0.125,,
2006,8690.08,9,9,6,965.56,31.444,"4mg030000","g","7101","7","7101",2,"7101",false,false,-0.043,0,,
2007,7078.15,12,12,6,589.85,28.583,"4mg030000","g","7101","7","7101",2,"7101",false,false,-0.185,0.333,0.151,0.059
2008,22308.63,22,22,8,1014.03,29.773,"4mg030000","g","7101","7","7101",3,"7101",false,false,2.152,0.833,0.604,0.49
2009,35740.47,16,16,4,2233.78,33.5,"4mg030000","g","7101","7","7101",4,"7101",false,false,0.602,-0.273,0.479,0.149
2010,38130.55,11,11,3,3466.41,38.818,"4mg030000","g","7101","7","7101",4,"7101",false,false,0.067,-0.312,0.332,0.041
2011,48407.58,11,11,3,4400.69,40.364,"4mg030000","g","7101","7","7101",4,"7101",false,false,0.27,0,0.41,0.041
2012,42932.66,10,10,3,4293.27,42.1,"4mg030000","g","7101","7","7101",4,"7101",false,false,-0.113,-0.091,0.434,-0.036
2013,25690.6,8,8,6,3211.33,38.75,"4mg030000","g","7101","7","7101",2,"7101",false,false,-0.402,-0.2,0.029,-0.183
2014,19258.55,5,5,4,3851.71,45.2,"4mg030000","g","7101","7","7101",2,"7101",false,false,-0.461,-0.688,-0.056,-0.09
2002,76995.64,183,184,82,418.46,31.098,"4mg030000","g","7102","7","7102",3,"7102",false,false,,,,
2003,46186.11,85,85,29,543.37,31.388,"4mg030000","g","7102","7","7102",3,"7102",false,false,-0.4,-0.536,,
2004,21885.19,30,30,25,729.51,38.733,"4mg030000","g","7102","7","7102",2,"7102",false,false,-0.526,-0.647,,
2005,37384.83,47,47,32,795.42,36.553,"4mg030000","g","7102","7","7102",2,"7102",false,false,0.708,0.567,,
2006,43741.89,47,47,33,930.68,38.213,"4mg030000","g","7102","7","7102",2,"7102",false,false,0.17,0,,
2007,49913.66,49,49,39,1018.65,38.633,"4mg030000","g","7102","7","7102",2,"7102",false,false,0.141,0.043,-0.083,-0.232
2008,55976.13,45,45,36,1243.91,38.467,"4mg030000","g","7102","7","7102",2,"7102",false,false,0.121,-0.082,0.039,-0.119
2009,75519.01,51,51,37,1480.77,41.588,"4mg030000","g","7102","7","7102",2,"7102",false,false,0.349,0.133,0.281,0.112
2010,134414.32,66,68,39,1976.68,42.985,"4mg030000","g","7102","7","7102",2,"7102",false,false,0.78,0.294,0.292,0.07
2011,130153.23,70,70,47,1859.33,40.1,"4mg030000","g","7102","7","7102",2,"7102",false,false,-0.032,0.061,0.244,0.083
2012,147343.73,70,70,50,2104.91,41.9,"4mg030000","g","7102","7","7102",2,"7102",false,false,0.132,0,0.242,0.074
2013,145923.25,74,74,60,1971.94,40.23,"4mg030000","g","7102","7","7102",2,"7102",false,false,-0.01,0.057,0.211,0.105
2014,148066.04,72,72,59,2056.47,40.361,"4mg030000","g","7102","7","7102",2,"7102",false,false,0.961,0.412,0.003,-0.005
2002,69262.84,174,174,73,398.06,31.23,"4mg030000","g","7111","7","7111",3,"7111",false,false,,,,
2003,28878.54,53,53,12,544.88,34,"4mg030000","g","7111","7","7111",5,"7111",false,false,-0.583,-0.695,,
2004,40129.69,64,64,12,627.03,32.422,"4mg030000","g","7111","7","7111",6,"7111",false,false,0.39,0.208,,
2005,37438.69,55,55,11,680.7,31.418,"4mg030000","g","7111","7","7111",5,"7111",false,false,-0.067,-0.141,,
2006,27727.61,21,21,7,1320.36,32.286,"4mg030000","g","7111","7","7111",3,"7111",false,false,-0.259,-0.618,,
2007,34877.37,22,22,5,1585.34,33.909,"4mg030000","g","7111","7","7111",5,"7111",false,false,0.258,0.048,-0.128,-0.339
2008,27461.15,13,13,4,2112.4,33.692,"4mg030000","g","7111","7","7111",4,"7111",false,false,-0.213,-0.409,-0.01,-0.245
2009,27525.38,8,8,3,3440.67,37.25,"4mg030000","g","7111","7","7111",3,"7111",false,false,0.002,-0.385,-0.073,-0.34
2010,23848.82,6,6,3,3974.8,37.833,"4mg030000","g","7111","7","7111",2,"7111",false,false,-0.134,-0.25,-0.086,-0.358
2011,30263.26,10,10,4,3026.33,34.6,"4mg030000","g","7111","7","7111",3,"7111",false,false,0.269,0.667,0.018,-0.138
2012,13238.9,4,4,3,3309.73,43.75,"4mg030000","g","7111","7","7111",2,"7111",false,false,-0.563,-0.6,-0.176,-0.289
2013,5216.26,6,6,3,869.38,36.333,"4mg030000","g","7111","7","7111",2,"7111",false,false,-0.606,0.5,-0.283,-0.143
2014,1930.28,2,2,2,965.14,44,"4mg030000","g","7111","7","7111",1,"7111",false,false,-0.93,-0.75,-0.18,-0.197
2002,1683.86,3,3,3,561.29,34,"4mg030000","g","7112","7","7112",1,"7112",false,false,,,,
2003,12714.44,25,25,18,508.58,37.72,"4mg030000","g","7112","7","7112",2,"7112",false,false,6.551,7.333,,
2004,24177.83,42,42,21,575.66,34.048,"4mg030000","g","7112","7","7112",2,"7112",false,false,0.902,0.68,,
2005,24220.56,40,40,17,605.51,34.575,"4mg030000","g","7112","7","7112",3,"7112",false,false,0.002,-0.048,,
2006,12596.41,22,22,14,572.56,32.818,"4mg030000","g","7112","7","7112",2,"7112",false,false,-0.48,-0.45,,
2007,29464.18,37,37,19,796.33,33.405,"4mg030000","g","7112","7","7112",2,"7112",false,false,1.339,0.682,0.773,0.653
2008,22760.72,28,28,19,812.88,35.071,"4mg030000","g","7112","7","7112",2,"7112",false,false,-0.228,-0.243,0.124,0.023
2009,17364.27,21,21,15,826.87,34.714,"4mg030000","g","7112","7","7112",2,"7112",false,false,-0.237,-0.25,-0.064,-0.129
2010,24446.4,23,23,17,1062.89,36.478,"4mg030000","g","7112","7","7112",2,"7112",false,false,0.408,0.095,0.002,-0.105
2011,30614.09,26,26,20,1177.47,35.808,"4mg030000","g","7112","7","7112",2,"7112",false,false,0.252,0.13,0.194,0.034
2012,39537.74,32,32,22,1235.55,35,"4mg030000","g","7112","7","7112",2,"7112",false,false,0.291,0.231,0.061,-0.029
2013,37264.76,27,27,19,1380.18,35.296,"4mg030000","g","7112","7","7112",2,"7112",false,false,-0.057,-0.156,0.104,-0.007
2014,47194.65,31,31,19,1522.41,40.71,"4mg030000","g","7112","7","7112",2,"7112",false,false,1.718,0.476,0.048,0.028
2002,808.84,3,3,2,269.61,23.333,"4mg030000","g","7113","7","7113",2,"7113",false,false,,,,
2003,410.86,1,1,1,410.86,23,"4mg030000","g","7113","7","7113",1,"7113",false,false,-0.492,-0.667,,
2004,436.43,1,1,1,436.43,24,"4mg030000","g","7113","7","7113",1,"7113",false,false,0.062,0,,
2005,1154.68,3,3,3,384.89,24.333,"4mg030000","g","7113","7","7113",1,"7113",false,false,1.646,2,,
2007,523.26,1,1,1,523.26,24,"4mg030000","g","7113","7","7113",1,"7113",false,false,,,-0.083,-0.197
2009,842.06,1,1,1,842.06,40,"4mg030000","g","7113","7","7113",1,"7113",false,false,,,0.14,0
2010,964.26,1,1,1,964.26,33,"4mg030000","g","7113","7","7113",1,"7113",false,false,0.145,0,-0.035,-0.197
2011,865.53,1,1,1,865.53,26,"4mg030000","g","7113","7","7113",1,"7113",false,false,-0.102,0,,
2012,1627.26,2,2,2,813.63,40,"4mg030000","g","7113","7","7113",1,"7113",false,false,0.88,1,0.255,0.149
2013,4691.17,4,4,4,1172.79,42.25,"4mg030000","g","7113","7","7113",1,"7113",false,false,1.883,1,,
2014,4796.93,4,4,4,1199.23,43.75,"4mg030000","g","7113","7","7113",1,"7113",false,false,4.697,3,0.004,0
2002,1656.7,4,4,1,414.18,26.5,"4mg030000","g","7114","7","7114",4,"7114",false,false,,,,
2004,3121.44,12,12,1,260.12,28.583,"4mg030000","g","7114","7","7114",12,"7114",false,false,,,,
2005,2983.91,9,9,1,331.55,30.556,"4mg030000","g","7114","7","7114",9,"7114",false,false,-0.044,-0.25,,
2007,501.55,1,1,1,501.55,27,"4mg030000","g","7114","7","7114",1,"7114",false,false,,,-0.213,-0.242
2012,1970.33,1,1,1,1970.33,43,"4mg030000","g","7114","7","7114",1,"7114",false,false,,,0.315,0
2002,324.39,1,1,1,324.39,27,"4mg030000","g","7121","7","7121",1,"7121",false,false,,,,
2003,1991.6,5,5,2,398.32,27.2,"4mg030000","g","7121","7","7121",3,"7121",false,false,5.14,4,,
2004,3030.13,9,9,3,336.68,28.444,"4mg030000","g","7121","7","7121",3,"7121",false,false,0.521,0.8,,
2005,4890.49,10,10,2,489.05,32.8,"4mg030000","g","7121","7","7121",5,"7121",false,false,0.614,0.111,,
2006,9148.65,14,14,4,653.48,32.143,"4mg030000","g","7121","7","7121",4,"7121",false,false,0.871,0.4,,
2007,9161.33,14,14,3,654.38,33.714,"4mg030000","g","7121","7","7121",5,"7121",false,false,0.001,0,0.951,0.695
2008,23407.05,29,29,5,807.14,30.828,"4mg030000","g","7121","7","7121",6,"7121",false,false,1.555,1.071,0.637,0.421
2009,10778.47,15,15,4,718.57,33.133,"4mg030000","g","7121","7","7121",4,"7121",false,false,-0.54,-0.483,0.289,0.108
2010,18962.23,22,24,5,790.09,35.042,"4mg030000","g","7121","7","7121",5,"7121",false,false,0.759,0.467,0.311,0.171
2011,21905.11,22,22,8,995.69,34.409,"4mg030000","g","7121","7","7121",3,"7121",false,false,0.155,0,0.191,0.095
2012,19583.1,18,18,7,1087.95,32.056,"4mg030000","g","7121","7","7121",3,"7121",false,false,-0.106,-0.182,0.164,0.052
2013,24755.81,19,19,7,1302.94,33.421,"4mg030000","g","7121","7","7121",3,"7121",false,false,0.264,0.056,0.011,-0.081
2014,29854.85,20,20,7,1492.74,36.55,"4mg030000","g","7121","7","7121",3,"7121",false,false,1.77,0.333,0.038,0.01
2002,26437.79,66,66,35,400.57,30.394,"4mg030000","g","7122","7","7122",2,"7122",false,false,,,,
2003,72527.49,155,155,72,467.92,34.497,"4mg030000","g","7122","7","7122",3,"7122",false,false,1.743,1.348,,
2004,92603.2,179,179,66,517.34,34.346,"4mg030000","g","7122","7","7122",3,"7122",false,false,0.277,0.155,,
2005,79306.34,148,148,59,535.85,35.872,"4mg030000","g","7122","7","7122",3,"7122",false,false,-0.144,-0.173,,
2006,83911.33,148,148,62,566.97,35.892,"4mg030000","g","7122","7","7122",3,"7122",false,false,0.058,0,,
2007,86207.75,135,135,51,638.58,36.393,"4mg030000","g","7122","7","7122",3,"7122",false,false,0.027,-0.088,0.267,0.154
2008,128496.73,169,169,56,760.34,35.882,"4mg030000","g","7122","7","7122",4,"7122",false,false,0.491,0.252,0.121,0.017
2009,139264.32,161,162,61,859.66,37.852,"4mg030000","g","7122","7","7122",3,"7122",false,false,0.084,-0.047,0.085,-0.021
2010,158240.72,164,164,67,964.88,37.75,"4mg030000","g","7122","7","7122",3,"7122",false,false,0.136,0.019,0.148,0.021
2011,143345,140,140,57,1023.89,38.786,"4mg030000","g","7122","7","7122",3,"7122",false,false,-0.094,-0.146,0.113,-0.011
2012,141608.63,126,126,61,1123.88,39.127,"4mg030000","g","7122","7","7122",3,"7122",false,false,-0.012,-0.1,0.104,-0.014
2013,156497.31,121,121,59,1293.37,39.669,"4mg030000","g","7122","7","7122",3,"7122",false,false,0.105,-0.04,0.04,-0.065
2014,162021.61,117,117,59,1384.8,38.12,"4mg030000","g","7122","7","7122",2,"7122",false,false,0.163,-0.273,0.007,-0.007
