year,wage,num_emp,num_jobs,num_est,wage_avg,age_avg,bra_id,cnae_id,cbo_id,cbo_1,cbo_4,num_jobs_est,cbo_display,bra_rca,wld_rca,wage_growth,num_emp_growth,wage_growth_5,num_emp_growth_5
2010,24102.73,21,21,16,1147.75,29.286,"4mg030000","g","3185","3","3185",2,"3185",false,false,0.441,0.615,0.395,0.246
2011,30194.79,19,19,16,1589.2,33.474,"4mg030000","g","3185","3","3185",2,"3185",false,false,0.253,-0.095,0.352,0.161
2012,36810.69,25,25,19,1472.43,29.2,"4mg030000","g","3185","3","3185",2,"3185",false,false,0.219,0.316,0.416,0.256
2013,40774.91,19,19,16,2146.05,30,"4mg030000","g","3185","3","3185",2,"3185",false,false,0.108,-0.24,0.348,0.137
2014,38661.81,20,20,16,1933.09,28.05,"4mg030000","g","3185","3","3185",2,"3185",false,false,1.311,0.538,-0.011,0.01
2003,8723.62,8,8,4,1090.45,36.125,"4mg030000","g","3186","3","3186",2,"3186",false,false,,,,
2004,14059.43,5,5,2,2811.89,42,"4mg030000","g","3186","3","3186",3,"3186",false,false,0.612,-0.375,,
2005,20043.79,10,10,7,2004.38,36.8,"4mg030000","g","3186","3","3186",2,"3186",false,false,0.426,1,,
2006,7876.84,5,5,4,1575.37,31,"4mg030000","g","3186","3","3186",2,"3186",false,false,-0.607,-0.5,,
2007,8170.05,5,5,4,1634.01,32,"4mg030000","g","3186","3","3186",2,"3186",false,false,0.037,0,,
2008,5862.82,3,3,3,1954.27,41,"4mg030000","g","3186","3","3186",1,"3186",false,false,-0.282,-0.4,-0.076,-0.178
2009,7494.55,5,7,5,1070.65,28.429,"4mg030000","g","3186","3","3186",2,"3186",false,false,0.278,0.667,-0.118,0
2010,10464.71,7,7,7,1494.96,32.857,"4mg030000","g","3186","3","3186",1,"3186",false,false,0.396,0.4,-0.122,-0.069
2011,10047.73,5,5,5,2009.55,35,"4mg030000","g","3186","3","3186",1,"3186",false,false,-0.04,-0.286,0.05,0
2012,9364.12,4,4,4,2341.03,32.25,"4mg030000","g","3186","3","3186",1,"3186",false,false,-0.068,-0.2,0.028,-0.044
2013,18851.55,11,11,6,1713.78,29.818,"4mg030000","g","3186","3","3186",2,"3186",false,false,1.013,1.75,0.263,0.297
2014,27950.35,13,13,12,2150.03,28.231,"4mg030000","g","3186","3","3186",2,"3186",false,false,2.729,1.6,0.082,0.034
2003,1097.61,1,1,1,1097.61,30,"4mg030000","g","3187","3","3187",1,"3187",false,false,,,,
2005,1106.16,1,1,1,1106.16,23,"4mg030000","g","3187","3","3187",1,"3187",false,false,,,,
2007,7484.79,6,6,4,1247.47,32.333,"4mg030000","g","3187","3","3187",2,"3187",false,false,,,,
2008,10153.37,8,8,6,1269.17,30.625,"4mg030000","g","3187","3","3187",2,"3187",false,false,0.357,0.333,0.56,0.516
2009,41240.56,26,26,9,1586.18,27.462,"4mg030000","g","3187","3","3187",3,"3187",false,false,3.062,2.25,,
2010,49398.3,25,25,8,1975.93,28.56,"4mg030000","g","3187","3","3187",4,"3187",false,false,0.198,-0.038,1.138,0.904
2011,87175.28,35,35,11,2490.72,27.743,"4mg030000","g","3187","3","3187",4,"3187",false,false,0.765,0.4,,
2012,95197.65,37,37,12,2572.91,28.514,"4mg030000","g","3187","3","3187",4,"3187",false,false,0.092,0.057,0.663,0.439
2013,110946.73,39,39,11,2844.79,29,"4mg030000","g","3187","3","3187",4,"3187",false,false,0.165,0.054,0.613,0.373
2014,129583.69,40,40,12,3239.59,29.7,"4mg030000","g","3187","3","3187",4,"3187",false,false,2.142,0.538,0.032,0.005
2002,122943.96,278,278,148,442.24,39.165,"4mg030000","g","3188","3","3188",2,"3188",false,false,,,,
2003,45271.38,76,76,46,595.68,39.737,"4mg030000","g","3188","3","3188",2,"3188",false,false,-0.632,-0.727,,
2004,89677.1,93,94,53,954.01,38.872,"4mg030000","g","3188","3","3188",2,"3188",false,false,0.981,0.224,,
2005,53803.38,75,75,47,717.38,38.147,"4mg030000","g","3188","3","3188",2,"3188",false,false,-0.4,-0.194,,
2006,47906.63,62,62,44,772.69,39.677,"4mg030000","g","3188","3","3188",2,"3188",false,false,-0.11,-0.173,,
2007,50318.5,55,55,41,914.88,41.091,"4mg030000","g","3188","3","3188",2,"3188",false,false,0.05,-0.113,-0.164,-0.277
2008,74156.2,74,74,51,1002.11,38.527,"4mg030000","g","3188","3","3188",2,"3188",false,false,0.474,0.345,0.104,-0.005
2009,77278.33,74,74,51,1044.3,37.041,"4mg030000","g","3188","3","3188",2,"3188",false,false,0.042,0,-0.029,-0.045
2010,118090.24,91,91,61,1297.7,36.242,"4mg030000","g","3188","3","3188",2,"3188",false,false,0.528,0.23,0.17,0.039
2011,133825.21,96,96,60,1394.01,36.385,"4mg030000","g","3188","3","3188",2,"3188",false,false,0.133,0.055,0.228,0.091
2012,165820.73,111,111,66,1493.88,35.126,"4mg030000","g","3188","3","3188",2,"3188",false,false,0.239,0.156,0.269,0.151
2013,160890.84,99,99,61,1625.16,35.212,"4mg030000","g","3188","3","3188",2,"3188",false,false,-0.03,-0.108,0.168,0.06
2014,146368.87,86,86,52,1701.96,34.86,"4mg030000","g","3188","3","3188",2,"3188",false,false,0.894,0.162,-0.019,-0.028
2004,492.73,1,1,1,492.73,41,"4mg030000","g","3191","3","3191",1,"3191",false,false,,,,
2005,516.1,1,1,1,516.1,42,"4mg030000","g","3191","3","3191",1,"3191",false,false,0.047,0,,
2006,557.09,1,1,1,557.09,43,"4mg030000","g","3191","3","3191",1,"3191",false,false,0.079,0,,
2007,1698.2,3,3,2,566.07,35.333,"4mg030000","g","3191","3","3191",2,"3191",false,false,2.048,2,,
2008,607.23,2,2,1,303.62,37.5,"4mg030000","g","3191","3","3191",2,"3191",false,false,-0.642,-0.333,,
2009,3565.01,5,5,4,713,31.2,"4mg030000","g","3191","3","3191",2,"3191",false,false,4.871,1.5,0.486,0.38
2010,2454.74,3,3,3,818.25,30.667,"4mg030000","g","3191","3","3191",1,"3191",false,false,-0.311,-0.4,0.366,0.246
2011,564.38,3,3,2,188.13,29.333,"4mg030000","g","3191","3","3191",2,"3191",false,false,-0.77,0,0.003,0.246
2003,668.88,2,2,1,334.44,21,"4mg030000","g","3192","3","3192",2,"3192",false,false,,,,
2004,750.48,2,2,1,375.24,22,"4mg030000","g","3192","3","3192",2,"3192",false,false,0.122,0,,
2005,1289.25,3,3,2,429.75,24,"4mg030000","g","3192","3","3192",2,"3192",false,false,0.718,0.5,,
2006,1857.64,4,4,3,464.41,25.75,"4mg030000","g","3192","3","3192",2,"3192",false,false,0.441,0.333,,
2007,433.54,1,1,1,433.54,22,"4mg030000","g","3192","3","3192",1,"3192",false,false,-0.767,-0.75,,
2008,958.25,2,2,2,479.13,26,"4mg030000","g","3192","3","3192",1,"3192",false,false,1.21,1,0.075,0
2007,697.99,1,1,1,697.99,33,"4mg030000","g","3201","3","3201",1,"3201",false,false,,,,
2008,875.99,1,1,1,875.99,30,"4mg030000","g","3201","3","3201",1,"3201",false,false,0.255,0,,
2011,940.62,1,1,1,940.62,22,"4mg030000","g","3201","3","3201",1,"3201",false,false,,,,
2014,1017.6,1,1,1,1017.6,22,"4mg030000","g","3201","3","3201",1,"3201",false,false,,,,
2002,2817.37,3,3,3,939.12,40,"4mg030000","g","3211","3","3211",1,"3211",false,false,,,,
2003,5837.72,11,11,5,530.7,36.727,"4mg030000","g","3211","3","3211",3,"3211",false,false,1.072,2.667,,
2004,2994.33,6,6,4,499.06,31.333,"4mg030000","g","3211","3","3211",2,"3211",false,false,-0.487,-0.455,,
2005,2175.4,4,4,4,543.85,34.5,"4mg030000","g","3211","3","3211",1,"3211",false,false,-0.273,-0.333,,
2006,11570.38,8,8,4,1446.3,32.25,"4mg030000","g","3211","3","3211",2,"3211",false,false,4.319,1,,
2007,8667.96,6,6,4,1444.66,28.833,"4mg030000","g","3211","3","3211",2,"3211",false,false,-0.251,-0.25,0.252,0.149
2008,8637.39,5,5,3,1727.48,32.2,"4mg030000","g","3211","3","3211",2,"3211",false,false,-0.004,-0.167,0.082,-0.146
2009,7542.9,5,5,4,1508.58,26.4,"4mg030000","g","3211","3","3211",2,"3211",false,false,-0.127,0,0.203,-0.036
2010,12112.67,7,7,6,1730.38,29,"4mg030000","g","3211","3","3211",2,"3211",false,false,0.606,0.4,0.41,0.118
2011,18184.42,8,8,5,2273.05,31.625,"4mg030000","g","3211","3","3211",2,"3211",false,false,0.501,0.143,0.095,0
2012,3295.2,3,3,3,1098.4,24,"4mg030000","g","3211","3","3211",1,"3211",false,false,-0.819,-0.625,-0.176,-0.129
2013,1131.16,1,1,1,1131.16,59,"4mg030000","g","3211","3","3211",1,"3211",false,false,-0.657,-0.667,-0.334,-0.275
2014,6723.89,5,5,3,1344.78,36.4,"4mg030000","g","3211","3","3211",2,"3211",false,false,-0.109,0,0.428,0.38
2003,1850.34,2,2,2,925.17,39,"4mg030000","g","3212","3","3212",1,"3212",false,false,,,,
2004,2138.66,2,2,2,1069.33,40,"4mg030000","g","3212","3","3212",1,"3212",false,false,0.156,0,,
2005,1442.97,1,1,1,1442.97,41,"4mg030000","g","3212","3","3212",1,"3212",false,false,-0.325,-0.5,,
2006,3487.98,2,2,1,1743.99,26,"4mg030000","g","3212","3","3212",2,"3212",false,false,1.417,1,,
2007,1006.25,1,1,1,1006.25,33,"4mg030000","g","3212","3","3212",1,"3212",false,false,-0.712,-0.5,,
2008,7064.39,11,11,4,642.22,30.545,"4mg030000","g","3212","3","3212",3,"3212",false,false,6.021,10,0.307,0.406
2009,5135.53,6,6,6,855.92,31.5,"4mg030000","g","3212","3","3212",1,"3212",false,false,-0.273,-0.455,0.191,0.246
2010,3379.06,4,4,3,844.77,30.25,"4mg030000","g","3212","3","3212",2,"3212",false,false,-0.342,-0.333,0.186,0.32
2011,6286.08,8,8,5,785.76,33.25,"4mg030000","g","3212","3","3212",2,"3212",false,false,0.86,1,0.125,0.32
2012,8244.11,12,12,5,687.01,22.083,"4mg030000","g","3212","3","3212",3,"3212",false,false,0.311,0.5,0.523,0.644
2013,2821.16,4,4,4,705.29,25,"4mg030000","g","3212","3","3212",1,"3212",false,false,-0.658,-0.667,-0.168,-0.183
2014,1666.94,2,2,2,833.47,28.5,"4mg030000","g","3212","3","3212",1,"3212",false,false,-0.675,-0.667,-0.1,-0.129
2003,512.79,1,1,1,512.79,22,"4mg030000","g","3213","3","3213",1,"3213",false,false,,,,
2004,576.28,1,1,1,576.28,23,"4mg030000","g","3213","3","3213",1,"3213",false,false,0.124,0,,
2005,589.12,1,1,1,589.12,24,"4mg030000","g","3213","3","3213",1,"3213",false,false,0.022,0,,
2006,1100.98,2,2,1,550.49,23,"4mg030000","g","3213","3","3213",2,"3213",false,false,0.869,1,,
2007,1821.23,3,3,1,607.08,23.667,"4mg030000","g","3213","3","3213",3,"3213",false,false,0.654,0.5,,
2008,1825.74,3,3,1,608.58,22.333,"4mg030000","g","3213","3","3213",3,"3213",false,false,0.002,0,0.289,0.246
2009,644.37,1,1,1,644.37,31,"4mg030000","g","3213","3","3213",1,"3213",false,false,-0.647,-0.667,0.023,0
2002,7992.7,24,24,8,333.03,35.458,"4mg030000","g","3221","3","3221",3,"3221",false,false,,,,
2003,5778.41,18,18,7,321.02,30.778,"4mg030000","g","3221","3","3221",3,"3221",false,false,-0.277,-0.25,,
2004,6004.34,19,19,7,316.02,31.053,"4mg030000","g","3221","3","3221",3,"3221",false,false,0.039,0.056,,
2005,11539.04,31,31,9,372.23,34.806,"4mg030000","g","3221","3","3221",4,"3221",false,false,0.922,0.632,,
2006,37110.65,42,42,9,883.59,33.857,"4mg030000","g","3221","3","3221",5,"3221",false,false,2.216,0.355,,
2007,47526.64,46,46,9,1033.19,35.261,"4mg030000","g","3221","3","3221",6,"3221",false,false,0.281,0.095,0.428,0.139
2008,55827,58,58,14,962.53,34.672,"4mg030000","g","3221","3","3221",5,"3221",false,false,0.175,0.261,0.574,0.264
2009,79690.53,69,69,12,1154.94,33.826,"4mg030000","g","3221","3","3221",6,"3221",false,false,0.427,0.19,0.677,0.294
2010,86736.94,66,66,13,1314.2,34.485,"4mg030000","g","3221","3","3221",6,"3221",false,false,0.088,-0.043,0.497,0.163
2011,136876.4,115,115,43,1190.23,33.748,"4mg030000","g","3221","3","3221",3,"3221",false,false,0.578,0.742,0.298,0.223
2012,170337.64,123,123,42,1384.86,34.106,"4mg030000","g","3221","3","3221",3,"3221",false,false,0.244,0.07,0.291,0.217
2013,181739.75,132,132,40,1376.82,32.394,"4mg030000","g","3221","3","3221",4,"3221",false,false,0.067,0.073,0.266,0.179
2014,306039.1,190,190,83,1610.73,33.295,"4mg030000","g","3221","3","3221",3,"3221",false,false,2.84,1.754,0.11,0.076
2002,6133.69,14,14,11,438.12,35.643,"4mg030000","g","3222","3","3222",2,"3222",false,false,,,,
2003,25906.61,43,43,17,602.48,30.349,"4mg030000","g","3222","3","3222",3,"3222",false,false,3.224,2.071,,
2004,45520.27,74,74,23,615.14,30.676,"4mg030000","g","3222","3","3222",4,"3222",false,false,0.757,0.721,,
2005,49254.12,68,68,22,724.33,30.956,"4mg030000","g","3222","3","3222",4,"3222",false,false,0.082,-0.081,,
2006,60357.69,79,79,27,764.02,30.468,"4mg030000","g","3222","3","3222",3,"3222",false,false,0.225,0.162,,
2007,83085,103,103,31,806.65,32.107,"4mg030000","g","3222","3","3222",4,"3222",false,false,0.377,0.304,0.684,0.491
2008,96805.73,95,95,28,1019.01,31.084,"4mg030000","g","3222","3","3222",4,"3222",false,false,0.165,-0.078,0.302,0.172
2009,130805.21,115,115,31,1137.44,32.704,"4mg030000","g","3222","3","3222",4,"3222",false,false,0.351,0.211,0.235,0.092
2010,167409.42,140,140,35,1195.78,32.564,"4mg030000","g","3222","3","3222",4,"3222",false,false,0.28,0.217,0.277,0.155
2011,199542.96,146,146,36,1366.73,32.014,"4mg030000","g","3222","3","3222",5,"3222",false,false,0.192,0.043,0.27,0.131
2012,212974.63,145,145,28,1468.79,31.476,"4mg030000","g","3222","3","3222",6,"3222",false,false,0.067,-0.007,0.207,0.071
2013,284567.12,174,174,35,1635.44,31.661,"4mg030000","g","3222","3","3222",5,"3222",false,false,0.336,0.2,0.241,0.129
2014,346142.35,195,195,36,1775.09,32.364,"4mg030000","g","3222","3","3222",6,"3222",false,false,1.646,0.696,0.04,0.023
2002,3882.97,7,7,6,554.71,37.143,"4mg030000","g","3223","3","3223",2,"3223",false,false,,,,
2003,35302.18,46,47,14,751.11,37.447,"4mg030000","g","3223","3","3223",4,"3223",false,false,8.092,5.571,,
2004,38130.79,50,50,16,762.62,37.04,"4mg030000","g","3223","3","3223",4,"3223",false,false,0.08,0.087,,
2005,39627.82,51,51,20,777.02,35.235,"4mg030000","g","3223","3","3223",3,"3223",false,false,0.039,0.02,,
2006,41874.74,51,52,20,805.28,36.692,"4mg030000","g","3223","3","3223",3,"3223",false,false,0.057,0,,
2007,41800.82,51,51,21,819.62,35.529,"4mg030000","g","3223","3","3223",3,"3223",false,false,-0.002,0,0.608,0.488
2008,38628.35,48,48,22,804.76,36.833,"4mg030000","g","3223","3","3223",3,"3223",false,false,-0.076,-0.059,0.018,0.009
2009,44698.35,53,53,24,843.37,35.151,"4mg030000","g","3223","3","3223",3,"3223",false,false,0.157,0.104,0.032,0.012
2010,47314.83,55,55,20,860.27,35.309,"4mg030000","g","3223","3","3223",3,"3223",false,false,0.059,0.038,0.036,0.015
2011,44225.27,44,44,21,1005.12,35.25,"4mg030000","g","3223","3","3223",3,"3223",false,false,-0.065,-0.2,0.011,-0.029
2012,30114,29,29,18,1038.41,38.862,"4mg030000","g","3223","3","3223",2,"3223",false,false,-0.319,-0.341,-0.063,-0.107
2013,35924.08,27,27,15,1330.52,37.444,"4mg030000","g","3223","3","3223",2,"3223",false,false,0.193,-0.069,-0.014,-0.109
2014,42355.71,32,32,19,1323.62,33.938,"4mg030000","g","3223","3","3223",2,"3223",false,false,-0.052,-0.396,0.033,0.035
2003,8360.16,24,24,14,348.34,29.417,"4mg030000","g","3224","3","3224",2,"3224",false,false,,,,
2004,10792.51,29,29,13,372.16,29,"4mg030000","g","3224","3","3224",3,"3224",false,false,0.291,0.208,,
2005,11111.29,29,29,16,383.15,29.966,"4mg030000","g","3224","3","3224",2,"3224",false,false,0.03,0,,
2006,12170.6,26,26,17,468.1,28.308,"4mg030000","g","3224","3","3224",2,"3224",false,false,0.095,-0.103,,
2007,18018.89,35,35,15,514.83,28.914,"4mg030000","g","3224","3","3224",3,"3224",false,false,0.481,0.346,,
2008,22443.36,41,41,17,547.4,29.122,"4mg030000","g","3224","3","3224",3,"3224",false,false,0.246,0.171,0.218,0.113
2009,18921.33,32,32,12,591.29,29.031,"4mg030000","g","3224","3","3224",3,"3224",false,false,-0.157,-0.22,0.119,0.02
2010,25506.87,40,40,23,637.67,31.525,"4mg030000","g","3224","3","3224",2,"3224",false,false,0.348,0.25,0.181,0.066
2011,26614.8,39,39,21,682.43,31.103,"4mg030000","g","3224","3","3224",2,"3224",false,false,0.043,-0.025,0.169,0.084
2012,34734.04,46,46,28,755.09,27.717,"4mg030000","g","3224","3","3224",2,"3224",false,false,0.305,0.179,0.14,0.056
2013,27564.65,30,30,19,918.82,31.833,"4mg030000","g","3224","3","3224",2,"3224",false,false,-0.206,-0.348,0.042,-0.061
2014,28343.45,31,31,20,914.31,30.871,"4mg030000","g","3224","3","3224",2,"3224",false,false,0.498,-0.031,0.006,0.007
2002,379.43,1,1,1,379.43,73,"4mg030000","g","3225","3","3225",1,"3225",false,false,,,,
2003,382.99,1,1,1,382.99,74,"4mg030000","g","3225","3","3225",1,"3225",false,false,0.009,0,,
2004,757.8,2,2,2,378.9,47.5,"4mg030000","g","3225","3","3225",1,"3225",false,false,0.979,1,,
2005,944.98,2,2,2,472.49,60,"4mg030000","g","3225","3","3225",1,"3225",false,false,0.247,0,,
2006,867,2,2,2,433.5,54.5,"4mg030000","g","3225","3","3225",1,"3225",false,false,-0.083,0,,
2007,438.41,1,1,1,438.41,33,"4mg030000","g","3225","3","3225",1,"3225",false,false,-0.494,-0.5,0.029,0
2008,463.99,1,1,1,463.99,26,"4mg030000","g","3225","3","3225",1,"3225",false,false,0.058,0,0.039,0
2009,488.25,1,1,1,488.25,27,"4mg030000","g","3225","3","3225",1,"3225",false,false,0.052,0,-0.084,-0.129
2010,560.58,1,1,1,560.58,28,"4mg030000","g","3225","3","3225",1,"3225",false,false,0.148,0,-0.099,-0.129
2011,624.82,1,1,1,624.82,29,"4mg030000","g","3225","3","3225",1,"3225",false,false,0.115,0,-0.063,-0.129
2012,708.44,1,1,1,708.44,30,"4mg030000","g","3225","3","3225",1,"3225",false,false,0.134,0,0.101,0
2013,2123.88,1,1,1,2123.88,28,"4mg030000","g","3225","3","3225",1,"3225",false,false,1.998,0,0.356,0
2013,8341.02,6,6,1,1390.17,25.5,"4mg030000","g","3231","3","3231",6,"3231",false,false,,,,
2002,2509.31,2,2,1,1254.66,46,"4mg030000","g","3241","3","3241",2,"3241",false,false,,,,
2003,2601.43,2,2,1,1300.72,47,"4mg030000","g","3241","3","3241",2,"3241",false,false,0.037,0,,
2004,3047.83,3,3,2,1015.94,39.667,"4mg030000","g","3241","3","3241",2,"3241",false,false,0.172,0.5,,
2005,4711.04,4,4,2,1177.76,40.5,"4mg030000","g","3241","3","3241",2,"3241",false,false,0.546,0.333,,
2006,4796.42,3,3,1,1598.81,47,"4mg030000","g","3241","3","3241",3,"3241",false,false,0.018,-0.25,,
2007,5141.48,3,3,1,1713.83,48,"4mg030000","g","3241","3","3241",3,"3241",false,false,0.072,0,0.154,0.084
2008,12985.01,9,9,3,1442.78,37.111,"4mg030000","g","3241","3","3241",3,"3241",false,false,1.526,2,0.379,0.351
2009,14096.17,9,9,3,1566.24,37.667,"4mg030000","g","3241","3","3241",3,"3241",false,false,0.086,0,0.358,0.246
2010,16636.51,10,10,3,1663.65,35.9,"4mg030000","g","3241","3","3241",4,"3241",false,false,0.18,0.111,0.287,0.201
2011,14588.14,8,8,3,1823.52,39.875,"4mg030000","g","3241","3","3241",3,"3241",false,false,-0.123,-0.2,0.249,0.217
2012,37881.6,21,21,6,1803.89,32.762,"4mg030000","g","3241","3","3241",4,"3241",false,false,1.597,1.625,0.491,0.476
2013,61688.5,29,29,4,2127.19,33,"4mg030000","g","3241","3","3241",8,"3241",false,false,0.628,0.381,0.366,0.264
2014,17028.87,7,7,3,2432.7,45,"4mg030000","g","3241","3","3241",3,"3241",false,false,0.208,-0.222,-0.227,-0.247
2002,10390.98,16,16,4,649.44,30.5,"4mg030000","g","3242","3","3242",4,"3242",false,false,,,,
2003,8008.04,13,13,9,616,30,"4mg030000","g","3242","3","3242",2,"3242",false,false,-0.229,-0.188,,
2004,6276.38,9,9,5,697.38,32.333,"4mg030000","g","3242","3","3242",2,"3242",false,false,-0.216,-0.308,,
2005,9409.04,14,14,8,672.07,28.286,"4mg030000","g","3242","3","3242",2,"3242",false,false,0.499,0.556,,
2006,8828.13,12,12,7,735.68,28.417,"4mg030000","g","3242","3","3242",2,"3242",false,false,-0.062,-0.143,,
2007,12144.22,13,13,6,934.17,30.077,"4mg030000","g","3242","3","3242",3,"3242",false,false,0.376,0.083,0.032,-0.041
2008,15880.31,14,14,8,1134.31,32.643,"4mg030000","g","3242","3","3242",2,"3242",false,false,0.308,0.077,0.147,0.015
2009,27985.15,22,22,7,1272.05,35.136,"4mg030000","g","3242","3","3242",4,"3242",false,false,0.762,0.571,0.348,0.196
2010,24928.42,19,19,9,1312.02,35.158,"4mg030000","g","3242","3","3242",3,"3242",false,false,-0.109,-0.136,0.215,0.063
2011,32549.95,19,19,9,1713.16,34.579,"4mg030000","g","3242","3","3242",3,"3242",false,false,0.306,0,0.298,0.096
2012,45251.9,28,28,10,1616.14,37.893,"4mg030000","g","3242","3","3242",3,"3242",false,false,0.39,0.474,0.301,0.166
2013,42127,24,24,11,1755.29,33.25,"4mg030000","g","3242","3","3242",3,"3242",false,false,-0.069,-0.143,0.215,0.114
2014,29301.88,18,18,12,1627.88,37.333,"4mg030000","g","3242","3","3242",2,"3242",false,false,0.047,-0.182,-0.07,-0.056
2004,1180.66,1,1,1,1180.66,24,"4mg030000","g","3250","3","3250",1,"3250",false,false,,,,
2005,1209.96,1,1,1,1209.96,25,"4mg030000","g","3250","3","3250",1,"3250",false,false,0.025,0,,
2006,2118.4,3,3,3,706.13,22.667,"4mg030000","g","3250","3","3250",1,"3250",false,false,0.751,2,,
2007,1320.63,1,1,1,1320.63,27,"4mg030000","g","3250","3","3250",1,"3250",false,false,-0.377,-0.667,,
2008,2294.24,3,3,2,764.75,25,"4mg030000","g","3250","3","3250",2,"3250",false,false,0.737,2,,
2009,5271.32,7,7,5,753.05,30.429,"4mg030000","g","3250","3","3250",2,"3250",false,false,1.298,1.333,0.349,0.476
2010,9504.78,11,11,7,864.07,36.727,"4mg030000","g","3250","3","3250",2,"3250",false,false,0.803,0.571,0.51,0.615
2011,13404.22,16,16,9,837.76,28.125,"4mg030000","g","3250","3","3250",2,"3250",false,false,0.41,0.455,0.446,0.398
2012,26779.17,25,25,15,1071.17,26.48,"4mg030000","g","3250","3","3250",2,"3250",false,false,0.998,0.562,0.826,0.904
2013,45227.08,33,33,15,1370.52,27.485,"4mg030000","g","3250","3","3250",3,"3250",false,false,0.689,0.32,0.815,0.615
2014,18701.39,12,12,9,1558.45,33.667,"4mg030000","g","3250","3","3250",2,"3250",false,false,2.548,0.714,-0.162,-0.183
2002,34288.64,92,93,25,368.7,26.667,"4mg030000","g","3251","3","3251",4,"3251",false,false,,,,
2003,91651.36,188,189,44,484.93,26.132,"4mg030000","g","3251","3","3251",5,"3251",false,false,1.673,1.043,,
2004,101159.37,205,205,48,493.46,26.844,"4mg030000","g","3251","3","3251",5,"3251",false,false,0.104,0.09,,
2005,125620.76,244,244,55,514.84,26.791,"4mg030000","g","3251","3","3251",5,"3251",false,false,0.242,0.19,,
2006,144338.79,251,251,53,575.06,27.757,"4mg030000","g","3251","3","3251",5,"3251",false,false,0.149,0.029,,
2007,142708.28,233,234,62,609.86,28.021,"4mg030000","g","3251","3","3251",4,"3251",false,false,-0.011,-0.072,0.33,0.204
